Plan_ID,Plan_name,Plan_ID_Type,INDEX_JSON,NETWORK_NUM
821240412,"['nudge-designs-inc_tx-humana-npos-lfp-19-simplici', 'nudge-designs-inc_tx-humana-hmo-lfp-19-simplicit']",['ein'],['2022-10-31_NUDGE-DESIGNS-INC_index.json'],"['2', '1']"
0840590805,['association-of-owners-sat_aso-grp-gate-cap-exc'],['ein'],['2022-10-28_ASSOCIATION-OF-OWNERS-SAT_index.json'],['5']
352390742,"['katy-aba-center-of-texas_tx-humana-npos-lfp-ehdhp-17', 'katy-aba-center-of-texas_tx-humana-npos-lfp-17-rx4', 'katy-aba-center-of-texas_tx-cr-npos-lfp-17-canopy-rx4']",['ein'],['2022-10-28_KATY-ABA-CENTER-OF-TEXAS_index.json'],['1']
742844726,['j---b-pavelka-inc_tx-humana-npos-lfp-17-rx4'],['ein'],['2022-10-28_J-B-PAVELKA-INC_index.json'],['1']
814132338,['white-board-holding-lf_la-humana-npos-lfp-19-simplici'],['ein'],['2022-11-01_WHITE-BOARD-HOLDING-LF_index.json'],['1']
621212997,['humana-inc_corkys-bar-b-q--ppo-ehdhp'],['ein'],['2022-10-27_humana-inc-corkys-bar-b-q--ppo-ehdhp_index.json'],"['18', '6']"
582012483,['aaa-commercial-floors_ga-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_AAA-COMMERCIAL-FLOORS_index.json'],['1']
461421552,['bcsisit-llc_wi-humana-npos-lfp-19-simplici'],['ein'],['2022-10-28_BCSISIT-LLC_index.json'],['1']
815315174,['oreilly-group_mo-humana-ppo-lfp-19-canopy-rx'],['ein'],['2022-10-31_OREILLY-GROUP_index.json'],['6']
581801265,"['echols-glass---mirror-inc_ga-humana-npos-lfp-simplicity', 'echols-glass---mirror-inc_ga-humana-npos-lfp-17-rx4']",['ein'],['2022-10-28_ECHOLS-GLASS-MIRROR-INC_index.json'],['1']
650450361,['miami-pool-tech-inc-lf_fl-humana-hmo-lfp-19-canopy-rx'],['ein'],['2022-10-28_MIAMI-POOL-TECH-INC-LF_index.json'],['2']
454311285,"['fit-muscle---joint-clinic_ks-humana-ppo-lfp-19-canopy-rx', 'fit-muscle---joint-clinic_ks-lfp-on-hand-ppo-cpy-19-ded-', 'fit-muscle---joint-clinic_ks-humana-ppo-lfp-19-ehdhp']",['ein'],['2022-10-28_FIT-MUSCLE-JOINT-CLINIC_index.json'],['6']
830505864,['advanced-dermatology-and-ski_tn-humana-ppo-lfp-19-simplicit'],['ein'],['2022-10-28_ADVANCED-DERMATOLOGY-AND-SKI_index.json'],['18']
620960534,['germantown-farmington-animal_tn-humana-ppo-lfp-19-copay-rx4'],['ein'],['2022-10-28_GERMANTOWN-FARMINGTON-ANIMAL_index.json'],['18']
621837857,['rustic-restaurants-llc_tn-humana-ppo-lfp-19-copay-rx4'],['ein'],['2022-10-31_RUSTIC-RESTAURANTS-LLC_index.json'],['6']
593482298,['humana-inc_fl-ncr-npos16-canopy-rx5'],['ein'],['2022-10-27_humana-inc-fl-ncr-npos16-canopy-rx5_index.json'],['1']
474603057,['humana-inc_tx-ncr-humana-indemnity-16'],['ein'],['2022-10-27_humana-inc-tx-ncr-humana-indemnity-16_index.json'],['8']
320083633,"['smart-mailers-llc_la-humana-ppo-lfp-19-simplicit', 'smart-mailers-llc_la-humana-ppo-lfp-19-copay-rx4']",['ein'],['2022-10-31_SMART-MAILERS-LLC_index.json'],"['39', '6']"
454556187,"['flotech-environmental-llc_fl-cr-humana-hmo-lfp-17-canopy', 'flotech-environmental-llc_fl-humana-hmo-lfp-17-rx4']",['ein'],['2022-10-28_FLOTECH-ENVIRONMENTAL-LLC_index.json'],['2']
472516875,"['mclains-painting_tn-humana-ppo-lfp-19-ehdhp', 'mclains-painting_tn-humana-ppo-lfp-19-simplicit']",['ein'],['2022-10-28_MCLAINS-PAINTING_index.json'],['6']
823531722,['lucy-coopers-llc_tx-humana-npos-lfp-19-simplici'],['ein'],['2022-10-28_LUCY-COOPERS-LLC_index.json'],['1']
621402316,['premiere-contractors-inc_tn-humana-ppo-lfp-17-rx4'],['ein'],['2022-10-31_PREMIERE-CONTRACTORS-INC_index.json'],['18']
453357165,['airsan-corp_wi-humana-ppo-lfp-17-rx4'],['ein'],['2022-10-28_AIRSAN-CORP_index.json'],['19']
581305592,['tri-tech-inc_ga-humana-npos-lfp-19-canopy-r'],['ein'],['2022-11-01_TRI-TECH-INC_index.json'],['1']
273091827,"['green-nami-group_az-humana-npos-lfp-simplicity', 'green-nami-group_az-humana-npos-lfp-17-rx4', 'green-nami-group_az-humana-npos-lfp-ehdhp-17']",['ein'],['2022-10-28_GREEN-NAMI-GROUP_index.json'],['1']
300172687,['pinnacle-paving-and-sealing_oh-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-31_PINNACLE-PAVING-AND-SEALING_index.json'],['1']
580972889,['ful-bro-heating-and-air-cond_ga-humana-npos-lfp-simplicity'],['ein'],['2022-10-28_FUL-BRO-HEATING-AND-AIR-COND_index.json'],['1']
352201214,['humana-inc_npos-ehdhp-kyosan-denso-manufa'],['ein'],['2022-10-27_humana-inc-npos-ehdhp-kyosan-denso-manufa_index.json'],['1']
431893609,['federal-ag-supply-llc_ks-humana-ppo-lfp-17-rx4'],['ein'],['2022-10-28_FEDERAL-AG-SUPPLY-LLC_index.json'],['6']
391558599,['donovan--and-jorgenson-lf_wi-humana-npos-lfp-19-ehdhp'],['ein'],['2022-10-28_DONOVAN-AND-JORGENSON-LF_index.json'],['1']
451732547,['donerite-pumps-inc_fl-humana-hmo-lfp-19-simplicit'],['ein'],['2022-10-28_DONERITE-PUMPS-INC_index.json'],['2']
742554214,['airfoil-impellers-corp_tx-humana-npos-lfp-19-canopy-r'],['ein'],['2022-10-28_AIRFOIL-IMPELLERS-CORP_index.json'],['1']
860957316,['braun-cathie-kruzel-pc_az-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_BRAUN-CATHIE-KRUZEL-PC_index.json'],['1']
582050977,['reeves-wrecker-service_ga-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-31_REEVES-WRECKER-SERVICE_index.json'],['1']
845186431,"['wofd-llc_tx-humana-npos-lfp-19-canopy-r', 'wofd-llc_tx-humana-npos-lfp-19-ehdhp']",['ein'],['2022-11-01_WOFD-LLC_index.json'],['1']
311043277,['plas-tanks-industries-inc_oh-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-31_PLAS-TANKS-INDUSTRIES-INC_index.json'],['1']
823927363,['humana-inc_fl-cr-ppo-savings-hsa-21-ded-c'],['ein'],['2022-10-27_humana-inc-fl-cr-ppo-savings-hsa-21-ded-c_index.json'],['6']
581353535,['american-hermetics-of-ga_ga-humana-npos-lfp-19-simplici'],['ein'],['2022-10-28_AMERICAN-HERMETICS-OF-GA_index.json'],['1']
742895370,"['rialto-studio-inc_tx-humana-npos-lfp-19-ehdhp', 'rialto-studio-inc_tx-humana-npos-lfp-19-copay-rx', 'rialto-studio-inc_tx-humana-npos-lfp-19-ehdhp-co']",['ein'],['2022-10-31_RIALTO-STUDIO-INC_index.json'],['1']
463733845,['carolina-praderio-md-pllc_tx-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_CAROLINA-PRADERIO-MD-PLLC_index.json'],['1']
264508190,"['dynamic-diesel-works_fl-humana-hmo-lfp-simplicity-1', 'dynamic-diesel-works_fl-humana-hmo-lfp-ehdhp-17', 'dynamic-diesel-works_fl-cr-humana-hmo-lfp-17-canopy']",['ein'],['2022-10-28_DYNAMIC-DIESEL-WORKS_index.json'],['2']
591029786,['humana-inc_broward-county-clerk-of-the-co'],['ein'],['2022-10-27_humana-inc-broward-county-clerk-of-the-co_index.json'],['1']
580954525,"['rossee-oil-co-inc_ga-humana-npos-lfp-19-copay-rx', 'rossee-oil-co-inc_ga-humana-npos-lfp-19-ehdhp']",['ein'],['2022-10-31_ROSSEE-OIL-CO-INC_index.json'],['1']
274431230,['frontline-capital-partner_ga-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_FRONTLINE-CAPITAL-PARTNER_index.json'],['1']
690127928,['humana-inc_fl-sg-hmo-oa-10-sep-acc-cpy-ov'],['ein'],['2022-10-27_humana-inc-fl-sg-hmo-oa-10-sep-acc-cpy-ov_index.json'],['2']
582255375,['industry-specialists-inc_ga-humana-npos-lfp-simplicity'],['ein'],['2022-10-28_INDUSTRY-SPECIALISTS-INC_index.json'],['1']
262913044,['mains-market-llc_la-humana-ppo-lfp-19-simplicit'],['ein'],['2022-10-28_MAINS-MARKET-LLC_index.json'],['6']
391256591,['milwaukee-lawn-sprinkler_wi-humana-npos-lfp-17-rx4'],['ein'],['2022-10-31_MILWAUKEE-LAWN-SPRINKLER_index.json'],['1']
311828677,['tip-top-roofers-service_ga-humana-npos-lfp-simplicity'],['ein'],['2022-10-31_TIP-TOP-ROOFERS-SERVICE_index.json'],['1']
813547075,['reliant-homes-usa-inc_ga-humana-npos-lfp-19-simplici'],['ein'],['2022-10-31_RELIANT-HOMES-USA-INC_index.json'],['1']
481249575,['combes-construction_ks-humana-ppo-lfp-19-copay-rx4'],['ein'],['2022-10-28_COMBES-CONSTRUCTION_index.json'],['6']
834341447,['my-health-angel-llc_fl-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-31_MY-HEALTH-ANGEL-LLC_index.json'],['1']
472830432,"['6-street-technologies_tx-humana-npos-lfp-19-canopy-r', '6-street-technologies_tx-humana-npos-lfp-19-ehdhp', '6-street-technologies_tx-humana-npos-lfp-19-simplici']",['ein'],['2022-10-28_6-STREET-TECHNOLOGIES_index.json'],['1']
464957327,"['pinnacle-endodontics-of-g_ga-humana-npos-lfp-19-canopy-r', 'pinnacle-endodontics-of-g_ga-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-31_PINNACLE-ENDODONTICS-OF-G_index.json'],['1']
364500825,['ap-tech-group-inc_oh-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_AP-TECH-GROUP-INC_index.json'],['1']
391194119,"['electronic-systems-of-wi_wi-humana-npos-lfp-19-copay-rx', 'electronic-systems-of-wi_wi-humana-npos-lfp-19-simplici']",['ein'],['2022-10-28_ELECTRONIC-SYSTEMS-OF-WI_index.json'],['1']
592835007,"['roche-surety-inc_fl-humana-npos-22-lfp-simplici', 'roche-surety-inc_fl-humana-hmo-22-lfp-copay-ii']",['ein'],['2022-10-31_ROCHE-SURETY-INC_index.json'],"['2', '1']"
272837112,"['brazeiro-churrascaria-inc_tn-humana-ppo-lfp-19-copay-rx5', 'brazeiro-churrascaria-inc_tn-humana-ppo-lfp-19-copay-rx4']",['ein'],['2022-10-28_BRAZEIRO-CHURRASCARIA-INC_index.json'],['18']
473079173,['koprince-mccall-pottroff-llc_ks-humana-ppo-lfp-19-canopy-rx'],['ein'],['2022-10-28_KOPRINCE-MCCALL-POTTROFF-LLC_index.json'],['6']
650185597,['humana-inc_bella-automotive-hmo'],['ein'],['2022-10-27_humana-inc-bella-automotive-hmo_index.json'],['2']
800190971,['ameritalia-llc_tn-humana-ppo-lfp-19-ehdhp'],['ein'],['2022-10-28_AMERITALIA-LLC_index.json'],['6']
800756118,"['wolfe-law_fl-humana-npos-lfp-19-canopy-r', 'wolfe-law_fl-humana-npos-lfp-19-simplici']",['ein'],['2022-11-01_WOLFE-LAW_index.json'],['1']
860434234,['green-valley-plumbing_az-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_GREEN-VALLEY-PLUMBING_index.json'],['1']
481213249,['comfort-design-heating-an_ks-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_COMFORT-DESIGN-HEATING-AN_index.json'],['1']
431271743,"['karbank-real-estate_ks-humana-ppo-lfp-19-ehdhp', 'karbank-real-estate_ks-humana-ppo-lfp-19-copay-rx4']",['ein'],['2022-10-28_KARBANK-REAL-ESTATE_index.json'],['6']
200488921,"['ultimate-client-experienc_tx-humana-npos-lfp-19-canopy-r', 'ultimate-client-experienc_tx-humana-npos-lfp-19-ehdhp']",['ein'],['2022-11-01_ULTIMATE-CLIENT-EXPERIENC_index.json'],['1']
310995806,['jansen-htg-and-ac-inc_aso-grp-gate-cap-exc'],['ein'],['2022-10-28_JANSEN-HTG-AND-AC-INC_index.json'],['9']
362929929,['humana-inc_il-standard-ppo-copayment-valu'],['ein'],['2022-10-27_humana-inc-il-standard-ppo-copayment-valu_index.json'],['38']
581793874,['outrageous-bargains-inc_ga-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-31_OUTRAGEOUS-BARGAINS-INC_index.json'],['1']
300128225,['milwaukee-career-college_wi-humana-ppo-lfp-19-canopy-rx'],['ein'],['2022-10-31_MILWAUKEE-CAREER-COLLEGE_index.json'],['19']
454400148,"['the-ramos-injury-firm-llc_co-humana-npos-lfp-19-canopy-r', 'the-ramos-injury-firm-llc_co-humana-npos-lfp-19-simplici']",['ein'],['2022-10-31_THE-RAMOS-INJURY-FIRM-LLC_index.json'],['1']
760130406,"['t-c-construction-ltd_tx-lfp-on-hand-npos-coins-19-d', 't-c-construction-ltd_tx-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-31_T-C-CONSTRUCTION-LTD_index.json'],['1']
860730665,['spectrum-printing-co-llc_az-humana-npos-lfp-17-rx4'],['ein'],['2022-10-31_SPECTRUM-PRINTING-CO-LLC_index.json'],['1']
263590121,"['asap-services-llc_fl-humana-hmo-lfp-19-simplicit', 'asap-services-llc_fl-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-28_ASAP-SERVICES-LLC_index.json'],"['2', '1']"
800719547,"['complete-construction-ser_ks-humana-ppo-lfp-ehdhp-17', 'complete-construction-ser_ks-humana-ppo-lfp-17-rx4']",['ein'],['2022-10-28_COMPLETE-CONSTRUCTION-SER_index.json'],['6']
453188071,['bridge-invest-llc_fl-humana-npos-lfp-19-simplici'],['ein'],['2022-10-28_BRIDGE-INVEST-LLC_index.json'],['1']
454031402,"['dbd-holdings_tx-humana-npos-lfp-19-canopy-r', 'dbd-holdings_tx-humana-npos-lfp-19-ehdhp']",['ein'],['2022-10-28_DBD-HOLDINGS_index.json'],['1']
721295819,"['nairn-concrete-services_la-humana-ppo-lfp-19-copay-rx4', 'nairn-concrete-services_la-humana-ppo-lfp-19-simplicit']",['ein'],['2022-10-31_NAIRN-CONCRETE-SERVICES_index.json'],['6']
391047172,['humana-inc_united-migrant-npos-ehdhp1'],['ein'],['2022-10-27_humana-inc-united-migrant-npos-ehdhp1_index.json'],['1']
371452882,['323-tv-llc_ks-humana-ppo-lfp-19-simplicit'],['ein'],['2022-10-28_323-TV-LLC_index.json'],['6']
462765366,['worldwide-vintage-autos_co-humana-npos-lfp-19-copay-rx'],['ein'],['2022-11-01_WORLDWIDE-VINTAGE-AUTOS_index.json'],['1']
271204719,['companion-animal-alliance_la-humana-ppo-lfp-19-simplicit'],['ein'],['2022-10-28_COMPANION-ANIMAL-ALLIANCE_index.json'],['6']
721481972,"['dynamic-physical-therapy_la-humana-ppo-lfp-19-canopy-rx', 'dynamic-physical-therapy_la-humana-ppo-lfp-19-copay-rx4', 'dynamic-physical-therapy_la-humana-ppo-lfp-19-simplicit']",['ein'],['2022-10-28_DYNAMIC-PHYSICAL-THERAPY_index.json'],['6']
834236626,"['aria-capital-investments_fl-humana-hmo-lfp-19-simplicit', 'aria-capital-investments_fl-humana-hmo-lfp-19-copay-rx5']",['ein'],['2022-10-28_ARIA-CAPITAL-INVESTMENTS_index.json'],['2']
432047347,['gordon-construction_aso-grp-gate-cap-exc'],['ein'],['2022-10-28_GORDON-CONSTRUCTION_index.json'],['5']
742233059,['alamo-interiors--inc-_tx-humana-npos-lfp-17-rx4'],['ein'],['2022-10-28_ALAMO-INTERIORS-INC-_index.json'],['1']
465607365,['pirates-cove-sales---serv_fl-humana-npos-lfp-ehdhp-17'],['ein'],['2022-10-31_PIRATES-COVE-SALES-SERV_index.json'],['1']
264492214,['summit-family-dentistry_aso-grp-gate-cap-exc'],['ein'],['2022-10-31_SUMMIT-FAMILY-DENTISTRY_index.json'],['5']
264492214,"['summit-family-dentistry_co-humana-npos-lfp-19-ehdhp', 'summit-family-dentistry_co-humana-npos-lfp-19-simplici']",['ein'],['2022-10-31_SUMMIT-FAMILY-DENTISTRY_index.json'],['1']
201233167,['s-kanetzky-engineering_tx-humana-npos-lfp-19-simplici'],['ein'],['2022-10-31_S-KANETZKY-ENGINEERING_index.json'],['1']
741815904,['george-plumbing-company_tx-humana-npos-lfp-19-simplici'],['ein'],['2022-10-28_GEORGE-PLUMBING-COMPANY_index.json'],['1']
262598386,"['florida-marine-joiner-ser_fl-humana-hmo-lfp-19-copay-rx4', 'florida-marine-joiner-ser_fl-humana-hmo-lfp-19-canopy-rx']",['ein'],['2022-10-28_FLORIDA-MARINE-JOINER-SER_index.json'],['2']
201489174,['turner-wood-and-smith_ga-humana-npos-lfp-17-rx4'],['ein'],['2022-11-01_TURNER-WOOD-AND-SMITH_index.json'],['1']
550860376,['georgia-budget-and-policy_ga-humana-npos-lfp-simplicity'],['ein'],['2022-10-28_GEORGIA-BUDGET-AND-POLICY_index.json'],['1']
273506509,['boiler---property-consult_ga-humana-npos-lfp-19-simplici'],['ein'],['2022-10-28_BOILER-PROPERTY-CONSULT_index.json'],['1']
201822612,"['reisenfeld---associates_reinsenfeld-associates-npos-hd', 'reisenfeld---associates_reisenfeld---associates-npos']",['ein'],['2022-10-31_REISENFELD-ASSOCIATES_index.json'],['1']
841174969,['and-justice-for-all-inc_fl-humana-npos-lfp-19-simplici'],['ein'],['2022-10-28_AND-JUSTICE-FOR-ALL-INC_index.json'],['1']
204597330,"['villarreal--and-begum-pll_tx-humana-npos-lfp-19-copay-rx', 'villarreal--and-begum-pll_tx-humana-npos-lfp-19-simplici']",['ein'],['2022-11-01_VILLARREAL-AND-BEGUM-PLL_index.json'],['1']
832522793,['2s-inc_in-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_2S-INC_index.json'],['1']
202173926,['homes-of-integrity_ga-humana-npos-lfp-19-efficien'],['ein'],['2022-10-28_HOMES-OF-INTEGRITY_index.json'],['1']
010955472,['outdoor-solutions-inc_ky-humana-npos-lfp-17-rx4'],['ein'],['2022-10-31_OUTDOOR-SOLUTIONS-INC_index.json'],['1']
650397653,"['offshore-marine-towing-in_fl-humana-hmo-lfp-19-simplicit', 'offshore-marine-towing-in_fl-humana-npos-lfp-19-simplici']",['ein'],['2022-10-31_OFFSHORE-MARINE-TOWING-IN_index.json'],"['2', '1']"
721548715,['kristin-banks-swisher_tx-humana-npos-lfp-ehdhp-17'],['ein'],['2022-10-28_KRISTIN-BANKS-SWISHER_index.json'],['1']
833291897,['mena-food-group-llc_fl-humana-hmo-lfp-17-rx5coins'],['ein'],['2022-10-28_MENA-FOOD-GROUP-LLC_index.json'],['2']
208961320,['mirambell-realty_la-humana-ppo-lfp-19-canopy-rx'],['ein'],['2022-10-31_MIRAMBELL-REALTY_index.json'],"['39', '6']"
49857KS0110173,['humana-inc_ks-cr-npos-21-canopy-rx5'],['hios'],['2022-10-27_humana-inc-ks-cr-npos-21-canopy-rx5_index.json'],['1']
582317952,['meta-foods-llc_ga-humana-npos-lfp-ehdhp-17'],['ein'],['2022-10-28_META-FOODS-LLC_index.json'],['1']
800793992,['kennlock-construction-llc_ga-humana-npos-lfp-19-canopy-r'],['ein'],['2022-10-28_KENNLOCK-CONSTRUCTION-LLC_index.json'],['1']
743011428,['humana-inc_tx-ncr-npos16-canopy-rx4'],['ein'],['2022-10-27_humana-inc-tx-ncr-npos16-canopy-rx4_index.json'],['1']
742919115,['international-fatima-lf_tx-humana-ppo-lfp-19-copay-rx4'],['ein'],['2022-10-28_INTERNATIONAL-FATIMA-LF_index.json'],['6']
471662114,['humana-inc_la-sg-humana-ppo-hdhp-10-cpy-o'],['ein'],['2022-10-27_humana-inc-la-sg-humana-ppo-hdhp-10-cpy-o_index.json'],['6']
200105769,['dr-rogers-rejuvenescen_tx-humana-npos-lfp-19-simplici'],['ein'],['2022-10-28_DR-ROGERS-REJUVENESCEN_index.json'],['1']
460758345,"['suncoast-kitchen-services_fl-humana-hmo-lfp-19-simplicit', 'suncoast-kitchen-services_fl-humana-hmo-lfp-19-copay-rx4']",['ein'],['2022-10-31_SUNCOAST-KITCHEN-SERVICES_index.json'],['2']
270657018,"['oconee-primary-care_ga-humana-npos-lfp-19-ehdhp', 'oconee-primary-care_ga-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-31_OCONEE-PRIMARY-CARE_index.json'],['1']
200298825,"['abbott-enterprises-llc_la-humana-ppo-lfp-19-copay-rx4', 'abbott-enterprises-llc_la-humana-ppo-lfp-19-simplicit']",['ein'],['2022-10-28_ABBOTT-ENTERPRISES-LLC_index.json'],"['39', '6']"
272440917,"['rockhaven-homes_ga-humana-hmo-lfp-19-simplicit', 'rockhaven-homes_ga-humana-hmo-lfp-19-copay-rx4', 'rockhaven-homes_ga-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-31_ROCKHAVEN-HOMES_index.json'],"['2', '1']"
464551332,['bella-terra-interior-solu_ga-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_BELLA-TERRA-INTERIOR-SOLU_index.json'],['1']
581048159,"['specialty-engraving-co_ga-humana-npos-lfp-19-copay-rx', 'specialty-engraving-co_ga-lfp-on-hand-npos-coins-19-d', 'specialty-engraving-co_ga-humana-npos-lfp-19-canopy-r']",['ein'],['2022-10-31_SPECIALTY-ENGRAVING-CO_index.json'],['1']
650647798,"['internal-medicine-associa_fl-humana-npos-lfp-simplicity', 'internal-medicine-associa_fl-humana-hmo-lfp-simplicity-1']",['ein'],['2022-10-28_INTERNAL-MEDICINE-ASSOCIA_index.json'],"['2', '1']"
621287276,"['long--ragsdale---waters-p_tn-humana-ppo-lfp-19-simplicit', 'long--ragsdale---waters-p_tn-humana-ppo-lfp-19-ehdhp']",['ein'],['2022-10-28_LONG-RAGSDALE-WATERS-P_index.json'],['6']
720700953,"['general-power-and-control_la-humana-ppo-lfp-simplicity17', 'general-power-and-control_la-humana-ppo-lfp-17-rx4']",['ein'],['2022-10-28_GENERAL-POWER-AND-CONTROL_index.json'],['6']
825484002,['north-georgia-autism_ga-humana-npos-lfp-19-simplici'],['ein'],['2022-10-31_NORTH-GEORGIA-AUTISM_index.json'],['1']
270560467,['humana-inc_tn-sg-humana-ppo-11-sep-acc-cp'],['ein'],['2022-10-27_humana-inc-tn-sg-humana-ppo-11-sep-acc-cp_index.json'],"['18', '6']"
510499009,"['choice-payroll-services_ga-humana-npos-lfp-19-ehdhp', 'choice-payroll-services_ga-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-28_CHOICE-PAYROLL-SERVICES_index.json'],['1']
841443615,"['utility-trailer-sales-of_co-humana-npos-lfp-19-copay-rx', 'utility-trailer-sales-of_co-humana-npos-lfp-19-simplici']",['ein'],['2022-11-01_UTILITY-TRAILER-SALES-OF_index.json'],['1']
460645925,['omni-pool-builders-and-design_az-humana-npos-lfp-19-simplici'],['ein'],['2022-10-31_OMNI-POOL-BUILDERS-AND-DESIGN_index.json'],['1']
460602168,['camaster-inc_ga-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_CAMASTER-INC_index.json'],['1']
621752676,['childrens-clinic_tn-humana-ppo-lfp-19-ehdhp'],['ein'],['2022-10-28_CHILDRENS-CLINIC_index.json'],['6']
621510951,['humana-inc_ga-cr-npos-21-canopy-rx4'],['ein'],['2022-10-27_humana-inc-ga-cr-npos-21-canopy-rx4_index.json'],['1']
582234419,['us-pharmaceutical-corp_ga-humana-npos-lfp-19-copay-rx'],['ein'],['2022-11-01_US-PHARMACEUTICAL-CORP_index.json'],['1']
0463679919,['s---g-fish-llc_aso-grp-gate-cap-exc'],['ein'],['2022-10-31_S-G-FISH-LLC_index.json'],['5']
463679919,['s---g-fish-llc_co-humana-npos-lfp-simplicity'],['ein'],['2022-10-31_S-G-FISH-LLC_index.json'],['1']
742861713,['sat-radio-communications_tx-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-31_SAT-RADIO-COMMUNICATIONS_index.json'],['1']
310866979,"['a-one-dealer-supply_oh-humana-npos-lfp-19-canopy-r', 'a-one-dealer-supply_oh-humana-npos-lfp-19-ehdhp', 'a-one-dealer-supply_oh-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-28_A-ONE-DEALER-SUPPLY_index.json'],['1']
620589737,['humana-inc_the-kings-daughters-and-sons-h'],['ein'],['2022-10-27_humana-inc-the-kings-daughters-and-sons-h_index.json'],"['18', '6']"
611013120,['humana-inc_ky-small-group-ehdhp-national'],['ein'],['2022-10-27_humana-inc-ky-small-group-ehdhp-national_index.json'],['1']
260815152,"['wamar-technologies-llc_ga-humana-npos-lfp-19-canopy-r', 'wamar-technologies-llc_ga-humana-npos-lfp-19-copay-rx']",['ein'],['2022-11-01_WAMAR-TECHNOLOGIES-LLC_index.json'],['1']
431621874,"['drape-creative-inc_ks-humana-ppo-lfp-19-ehdhp', 'drape-creative-inc_ks-humana-ppo-lfp-19-copay-rx4']",['ein'],['2022-10-28_DRAPE-CREATIVE-INC_index.json'],['6']
205965993,"['pristine-environment-llc_fl-humana-hmo-lfp-19-copay-rx5', 'pristine-environment-llc_fl-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-31_PRISTINE-ENVIRONMENT-LLC_index.json'],"['2', '1']"
141939575,['geerdes---associates-llc_ga-humana-npos-lfp-17-rx4'],['ein'],['2022-10-28_GEERDES-ASSOCIATES-LLC_index.json'],['1']
860541131,"['tor-engineering-corp_az-humana-npos-lfp-19-canopy-r', 'tor-engineering-corp_az-humana-npos-lfp-19-copay-rx']",['ein'],['2022-11-01_TOR-ENGINEERING-CORP_index.json'],['1']
811828294,['oteka-technologies_tn-humana-ppo-lfp-19-copay-rx5'],['ein'],['2022-10-31_OTEKA-TECHNOLOGIES_index.json'],['18']
203232865,['grasscor_oh-humana-npos-lfp-19-simplici'],['ein'],['2022-10-28_GRASSCOR_index.json'],['1']
203708051,"['sipvine_ks-humana-ppo-lfp-simplicity17', 'sipvine_mo-humana-ppo-lfp-19-canopy-rx']",['ein'],['2022-10-31_SIPVINE_index.json'],['6']
452098721,"['dallas-highway-animal-hos_ga-humana-npos-lfp-19-simplici', 'dallas-highway-animal-hos_ga-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-28_DALLAS-HIGHWAY-ANIMAL-HOS_index.json'],['1']
311587987,['ohio-valley-cleaning_oh-humana-npos-lfp-17-rx4'],['ein'],['2022-10-31_OHIO-VALLEY-CLEANING_index.json'],['1']
391421797,['badger-federal-services-inc_wi-humana-npos-lfp-ehdhp-17'],['ein'],['2022-10-28_BADGER-FEDERAL-SERVICES-INC_index.json'],['1']
311632833,['mkdf-enterprise_oh-humana-npos-lfp-19-ehdhp'],['ein'],['2022-10-31_MKDF-ENTERPRISE_index.json'],['1']
521136517,['humana-inc_fehbp-hdhp-npos-11'],['ein'],['2022-10-27_humana-inc-fehbp-hdhp-npos-11_index.json'],['1']
580647764,"['pastoral-institute_ga-humana-npos-lfp-19-efficien', 'pastoral-institute_ga-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-31_PASTORAL-INSTITUTE_index.json'],['1']
460799300,['risas-y-rayones-rehab_tx-humana-hmo-lfp-19-canopy-rx'],['ein'],['2022-10-31_RISAS-Y-RAYONES-REHAB_index.json'],['2']
431421930,['veterans-travel-service_mo-humana-ppo-lfp-17-rx4'],['ein'],['2022-11-01_VETERANS-TRAVEL-SERVICE_index.json'],['6']
660579898,['humana-inc_adecco-max-2000'],['ein'],['2022-10-27_humana-inc-adecco-max-2000_index.json'],['901']
