Plan_name,Plan_ID,Plan_ID_Type,INDEX_JSON,NETWORK_NUM
quick-connect-electrical_tx-lfp-on-hand-npos-cpy-oa-19,['844417430'],['ein'],['2022-10-31_QUICK-CONNECT-ELECTRICAL_index.json'],['1']
harmon-financial-advisors-inc_ga-humana-npos-lfp-simplicity,['582272559'],['ein'],['2022-10-28_HARMON-FINANCIAL-ADVISORS-INC_index.json'],['1']
trash-taxi_ga-humana-npos-lfp-19-canopy-r,['412232307'],['ein'],['2022-11-01_TRASH-TAXI_index.json'],['1']
trash-taxi_ga-lfp-on-hand-hmo-coins-19-de,['412232307'],['ein'],['2022-11-01_TRASH-TAXI_index.json'],['2']
trash-taxi_ga-humana-npos-lfp-19-copay-rx,['412232307'],['ein'],['2022-11-01_TRASH-TAXI_index.json'],['1']
parker-davis-hvac-intl-in_fl-humana-hmo-lfp-simplicity-1,['651106825'],['ein'],['2022-10-31_PARKER-DAVIS-HVAC-INTL-IN_index.json'],['2']
summit-re-management_fl-humana-npos-lfp-19-ehdhp,['854363774'],['ein'],['2022-10-31_SUMMIT-RE-MANAGEMENT_index.json'],['1']
summit-re-management_fl-humana-npos-lfp-19-copay-rx,['854363774'],['ein'],['2022-10-31_SUMMIT-RE-MANAGEMENT_index.json'],['1']
logistics-p-d-inc_tx-lfp-on-hand-ppo-coins-19-de,['472977534'],['ein'],['2022-10-28_LOGISTICS-P-D-INC_index.json'],['6']
logistics-p-d-inc_tx-humana-ppo-lfp-19-ehdhp,['472977534'],['ein'],['2022-10-28_LOGISTICS-P-D-INC_index.json'],['6']
humana-inc_tn-cr-ppo-21-efficiency,['82120TN0520129'],['hios'],['2022-10-27_humana-inc-tn-cr-ppo-21-efficiency_index.json'],"['18', '6']"
dni-corp_tn-humana-ppo-lfp-19-ehdhp,['621207810'],['ein'],['2022-10-28_DNI-CORP_index.json'],['6']
dni-corp_tn-humana-ppo-lfp-19-copay-rx4,['621207810'],['ein'],['2022-10-28_DNI-CORP_index.json'],['6']
architectural-tile-and-m_fl-humana-hmo-lfp-19-canopy-rx,['593113936'],['ein'],['2022-10-28_ARCHITECTURAL-TILE-AND-M_index.json'],['2']
architectural-tile-and-m_fl-humana-hmo-lfp-19-copay-rx5,['593113936'],['ein'],['2022-10-28_ARCHITECTURAL-TILE-AND-M_index.json'],['2']
architectural-tile-and-m_fl-humana-npos-lfp-19-copay-rx,['593113936'],['ein'],['2022-10-28_ARCHITECTURAL-TILE-AND-M_index.json'],['1']
ziegler-glass-inc_ks-humana-ppo-lfp-simplicity17,['431924054'],['ein'],['2022-11-01_ZIEGLER-GLASS-INC_index.json'],['6']
united-imaging-consultant_ks-humana-ppo-lfp-19-ehdhp,['481220873'],['ein'],['2022-11-01_UNITED-IMAGING-CONSULTANT_index.json'],['6']
united-imaging-consultant_ks-humana-ppo-lfp-19-copay-rx4,['481220873'],['ein'],['2022-11-01_UNITED-IMAGING-CONSULTANT_index.json'],['6']
vision-medical-consulting-pc_ga-humana-npos-lfp-simplicity,['113659596'],['ein'],['2022-11-01_VISION-MEDICAL-CONSULTING-PC_index.json'],['1']
humana-inc_ut-ncr-humana-ppo-ehdhp-16-ded,['870618767'],['ein'],['2022-10-27_humana-inc-ut-ncr-humana-ppo-ehdhp-16-ded_index.json'],"['8', '6']"
gregory-c-thiel-dds-pllc_tx-humana-npos-lfp-19--canopy,['320229476'],['ein'],['2022-10-28_GREGORY-C-THIEL-DDS-PLLC_index.json'],['1']
gregory-c-thiel-dds-pllc_tx-humana-npos-lfp-19-ehdhp,['320229476'],['ein'],['2022-10-28_GREGORY-C-THIEL-DDS-PLLC_index.json'],['1']
5280-construction-llc_ks-humana-ppo-lfp-19-copay-rx4,['461325414'],['ein'],['2022-10-28_5280-CONSTRUCTION-LLC_index.json'],['6']
5280-construction-llc_ks-humana-ppo-lfp-19-copay-rx5,['461325414'],['ein'],['2022-10-28_5280-CONSTRUCTION-LLC_index.json'],['6']
sustainable-food-center_tx-humana-npos-lfp-19-copay-rx,['742441468'],['ein'],['2022-10-31_SUSTAINABLE-FOOD-CENTER_index.json'],['1']
sustainable-food-center_tx-humana-npos-lfp-19-ehdhp,['742441468'],['ein'],['2022-10-31_SUSTAINABLE-FOOD-CENTER_index.json'],['1']
petros-company-stores-llc_tn-humana-ppo-lfp-17-rx4,['272040338'],['ein'],['2022-10-31_PETROS-COMPANY-STORES-LLC_index.json'],['18']
owen-homes-llc_mo-humana-ppo-lfp-17-rx4,['542162698'],['ein'],['2022-10-31_OWEN-HOMES-LLC_index.json'],['6']
owen-homes-llc_mo-humana-ppo-lfp-ehdhp-17,['542162698'],['ein'],['2022-10-31_OWEN-HOMES-LLC_index.json'],['6']
humana-inc_tx-sg-npos-10-sep-acc-cpy-ov-d,['833790362'],['ein'],['2022-10-27_humana-inc-tx-sg-npos-10-sep-acc-cpy-ov-d_index.json'],['1']
specialty-adhesive-film-c_in-humana-npos-lfp-19-copay-rx,['311074750'],['ein'],['2022-10-31_SPECIALTY-ADHESIVE-FILM-C_index.json'],['1']
river-parish-machine-w-lf_la-humana-ppo-lfp-19-copay-rx4,['200210705'],['ein'],['2022-10-31_RIVER-PARISH-MACHINE-W-LF_index.json'],['6']
river-parish-machine-w-lf_la-humana-ppo-lfp-19-simplicit,['200210705'],['ein'],['2022-10-31_RIVER-PARISH-MACHINE-W-LF_index.json'],['6']
shelby-farms-park-conserv_tn-humana-ppo-lfp-19-copay-rx4,['260350397'],['ein'],['2022-10-31_SHELBY-FARMS-PARK-CONSERV_index.json'],['18']
humana-inc_ga-ncr-hmo16-canopy-rx4-51-100,['453184557'],['ein'],['2022-10-27_humana-inc-ga-ncr-hmo16-canopy-rx4-51-100_index.json'],['2']
shoreline-fiberglass_mo-humana-ppo-lfp-19-simplicit,['431854389'],['ein'],['2022-10-31_SHORELINE-FIBERGLASS_index.json'],['6']
shoreline-fiberglass_mo-humana-ppo-lfp-19-ehdhp,['431854389'],['ein'],['2022-10-31_SHORELINE-FIBERGLASS_index.json'],['6']
shoreline-fiberglass_mo-humana-ppo-lfp-19-canopy-rx,['431854389'],['ein'],['2022-10-31_SHORELINE-FIBERGLASS_index.json'],['6']
eagle-construction-servic_la-humana-ppo-lfp-19-copay-rx5,['273246195'],['ein'],['2022-10-28_EAGLE-CONSTRUCTION-SERVIC_index.json'],['6']
eagle-construction-servic_la-humana-ppo-lfp-19-canopy-rx,['273246195'],['ein'],['2022-10-28_EAGLE-CONSTRUCTION-SERVIC_index.json'],['6']
eagle-construction-servic_la-humana-ppo-lfp-19-simplicit,['273246195'],['ein'],['2022-10-28_EAGLE-CONSTRUCTION-SERVIC_index.json'],['6']
research-concepts_ks-humana-ppo-lfp-19-hdhp,['611088277'],['ein'],['2022-10-31_RESEARCH-CONCEPTS_index.json'],['6']
humana-inc_il-ncr-humana-indemnity-16,['593216484'],['ein'],['2022-10-27_humana-inc-il-ncr-humana-indemnity-16_index.json'],['8']
evansville-garage-doors_in-humana-ppo-lfp-19-ehdhp,['351722762'],['ein'],['2022-10-28_EVANSVILLE-GARAGE-DOORS_index.json'],['6']
evansville-garage-doors_in-humana-ppo-lfp-19-copay-rx4,['351722762'],['ein'],['2022-10-28_EVANSVILLE-GARAGE-DOORS_index.json'],['6']
cox-consulting-network-llc_tx-humana-npos-lfp-19-canopy-r,['823958697'],['ein'],['2022-10-28_COX-CONSULTING-NETWORK-LLC_index.json'],['1']
cox-consulting-network-llc_tx-humana-npos-lfp-19-ehdhp,['823958697'],['ein'],['2022-10-28_COX-CONSULTING-NETWORK-LLC_index.json'],['1']
hutto-eye-care-pllc_tx-humana-npos-lfp-19-copay-rx,['263862145'],['ein'],['2022-10-28_HUTTO-EYE-CARE-PLLC_index.json'],['1']
humana-inc_coleman-school-district-npos-e,['396001509'],['ein'],['2022-10-27_humana-inc-coleman-school-district-npos-e_index.json'],['1']
salhuana-inc_ga-humana-npos-lfp-19-copay-rx,['582208428'],['ein'],['2022-10-31_SALHUANA-INC_index.json'],['1']
salhuana-inc_ga-humana-npos-lfp-19-canopy-r,['582208428'],['ein'],['2022-10-31_SALHUANA-INC_index.json'],['1']
brix-wine-cellars_aso-grp-gate-cap-exc,['0260270972'],['ein'],['2022-10-28_BRIX-WINE-CELLARS_index.json'],"['112', '79']"
brix-wine-cellars_tx-humana-npos-lfp-17-rx4,['260270972'],['ein'],['2022-10-28_BRIX-WINE-CELLARS_index.json'],['1']
livestock-marketing_mo-humana-ppo-lfp-17-rx4,['431080587'],['ein'],['2022-10-28_LIVESTOCK-MARKETING_index.json'],['6']
livestock-marketing_mo-humana-ppo-lfp-17-rx5coins,['431080587'],['ein'],['2022-10-28_LIVESTOCK-MARKETING_index.json'],['6']
springdot--inc-_oh-humana-npos-lfp-19-copay-rx,['310620131'],['ein'],['2022-10-31_SPRINGDOT-INC-_index.json'],['1']
caldwell-poured_ga-humana-npos-lfp-17-rx4,['582340180'],['ein'],['2022-10-28_CALDWELL-POURED_index.json'],['1']
mammoth-inc_ks-humana-ppo-lfp-19-copay-rx4,['204054144'],['ein'],['2022-10-28_MAMMOTH-INC_index.json'],['6']
ridge-hill-investments-in_tx-humana-npos-lfp-19-ehdhp,['752302781'],['ein'],['2022-10-31_RIDGE-HILL-INVESTMENTS-IN_index.json'],['1']
ridge-hill-investments-in_tx-humana-npos-lfp-19-copay-rx,['752302781'],['ein'],['2022-10-31_RIDGE-HILL-INVESTMENTS-IN_index.json'],['1']
s-k-pump---plumbing-inc_wi-humana-npos-lfp-19-copay-rx,['390863414'],['ein'],['2022-10-31_S-K-PUMP-PLUMBING-INC_index.json'],['1']
rem-inc_ky-humana-npos-lfp-19-canopy-r,['610707180'],['ein'],['2022-10-31_REM-INC_index.json'],['1']
rem-inc_ky-humana-npos-lfp-19-copay-rx,['610707180'],['ein'],['2022-10-31_REM-INC_index.json'],['1']
family-scholar-house--inc_ky-humana-npos-lfp-19-copay-rx,['611285124'],['ein'],['2022-10-28_FAMILY-SCHOLAR-HOUSE-INC_index.json'],['1']
d---s-electric-inc_ga-humana-npos-lfp-17-rx4,['581636778'],['ein'],['2022-10-28_D-S-ELECTRIC-INC_index.json'],['1']
claddagh-resources_ga-humana-npos-lfp-19-simplici,['200072125'],['ein'],['2022-10-28_CLADDAGH-RESOURCES_index.json'],['1']
claddagh-resources_ga-humana-npos-lfp-19-copay-rx,['200072125'],['ein'],['2022-10-28_CLADDAGH-RESOURCES_index.json'],['1']
louisville-tree-service-llc_ky-humana-npos-lfp-19-canopy-r,['264810336'],['ein'],['2022-10-28_LOUISVILLE-TREE-SERVICE-LLC_index.json'],['1']
thaxton-group-inc_fl-humana-hmo-lfp-19-copay-rx4,['593740769'],['ein'],['2022-10-31_THAXTON-GROUP-INC_index.json'],['2']
thaxton-group-inc_fl-humana-npos-lfp-19-copay-rx,['593740769'],['ein'],['2022-10-31_THAXTON-GROUP-INC_index.json'],['1']
akb-transportation-inc_ga-humana-npos-lfp-17-rx4,['311817581'],['ein'],['2022-10-28_AKB-TRANSPORTATION-INC_index.json'],['1']
interscope-manufacturing-inc_oh-humana-npos-lfp-ehdhp-17,['311346807'],['ein'],['2022-10-28_INTERSCOPE-MANUFACTURING-INC_index.json'],['1']
jennings-mobile-home_fl-humana-hmo-lfp-19-copay-rx5,['593055083'],['ein'],['2022-10-28_JENNINGS-MOBILE-HOME_index.json'],['2']
jennings-mobile-home_fl-humana-npos-lfp-19-copay-rx,['593055083'],['ein'],['2022-10-28_JENNINGS-MOBILE-HOME_index.json'],['1']
jennings-mobile-home_fl-humana-hmo-lfp-19-canopy-rx,['593055083'],['ein'],['2022-10-28_JENNINGS-MOBILE-HOME_index.json'],['2']
marston-technical-service_oh-humana-npos-lfp-19-canopy-r,['275557139'],['ein'],['2022-10-28_MARSTON-TECHNICAL-SERVICE_index.json'],['1']
marston-technical-service_oh-humana-npos-lfp-19-ehdhp,['275557139'],['ein'],['2022-10-28_MARSTON-TECHNICAL-SERVICE_index.json'],['1']
humana-inc_oh-ncr-npos-16-sep-acc-cpy-ov-,['310802647'],['ein'],['2022-10-27_humana-inc-oh-ncr-npos-16-sep-acc-cpy-ov-_index.json'],['1']
black-creek-veterinary_fl-humana-hmo-lfp-19-simplicit,['352472273'],['ein'],['2022-10-28_BLACK-CREEK-VETERINARY_index.json'],['2']
heart-and-vascular-care-of_ga-humana-npos-lfp-19-simplici,['270339151'],['ein'],['2022-10-28_HEART-AND-VASCULAR-CARE-OF_index.json'],['1']
colorado-outdoor-educatio_co-humana-npos-lfp-17-rx5coins,['840619264'],['ein'],['2022-10-28_COLORADO-OUTDOOR-EDUCATIO_index.json'],['1']
colorado-outdoor-educatio_co-humana-npos-lfp-ehdhp-17,['840619264'],['ein'],['2022-10-28_COLORADO-OUTDOOR-EDUCATIO_index.json'],['1']
xiphium-inc_ks-humana-ppo-lfp-19-simplicit,['481174767'],['ein'],['2022-11-01_XIPHIUM-INC_index.json'],['6']
golden-midstream-llc_co-humana-npos-lfp-19-copay-rx,['843200311'],['ein'],['2022-10-28_GOLDEN-MIDSTREAM-LLC_index.json'],['1']
golden-midstream-llc_co-humana-npos-lfp-19-ehdhp,['843200311'],['ein'],['2022-10-28_GOLDEN-MIDSTREAM-LLC_index.json'],['1']
humana-inc_jimmy-swaggart-ministries-npos,['721222084'],['ein'],['2022-10-27_humana-inc-jimmy-swaggart-ministries-npos_index.json'],['46']
humana-inc_humana-total-236,['300116076'],['ein'],['2022-10-27_humana-inc-humana-total-236_index.json'],['901']
asheville-highway-animal_tn-humana-ppo-lfp-19-ehdhp,['263910334'],['ein'],['2022-10-28_ASHEVILLE-HIGHWAY-ANIMAL_index.json'],['18']
ronald-mcdonald-house_ky-humana-npos-lfp-17-rx4,['311053467'],['ein'],['2022-10-31_RONALD-MCDONALD-HOUSE_index.json'],['1']
ronald-mcdonald-house_ky-humana-ppo-lfp-17-rx4,['311053467'],['ein'],['2022-10-31_RONALD-MCDONALD-HOUSE_index.json'],['6']
humana-inc_ks-sg-humana-ppo-10-sep-acc-cp,['272677044'],['ein'],['2022-10-27_humana-inc-ks-sg-humana-ppo-10-sep-acc-cp_index.json'],['6']
croft-and-bender-lp_ga-humana-npos-lfp-19-ehdhp,['582257701'],['ein'],['2022-10-28_CROFT-AND-BENDER-LP_index.json'],['1']
croft-and-bender-lp_ga-humana-npos-lfp-19-copay-rx,['582257701'],['ein'],['2022-10-28_CROFT-AND-BENDER-LP_index.json'],['1']
royal-roofscapes-llc_ks-humana-ppo-lfp-19-ehdhp,['842847107'],['ein'],['2022-10-31_ROYAL-ROOFSCAPES-LLC_index.json'],['6']
tog-llc_co-humana-npos-lfp-19-simplici,['800932046'],['ein'],['2022-10-31_TOG-LLC_index.json'],['1']
tog-llc_co-humana-npos-lfp-19-ehdhp,['800932046'],['ein'],['2022-10-31_TOG-LLC_index.json'],['1']
tog-llc_co-humana-npos-lfp-19-copay-rx,['800932046'],['ein'],['2022-10-31_TOG-LLC_index.json'],['1']
imperial-technology-inc_wi-humana-npos-lfp-19-ehdhp,['391860978'],['ein'],['2022-10-28_IMPERIAL-TECHNOLOGY-INC_index.json'],['1']
schutte-stair-company_oh-humana-npos-lfp-19-copay-rx,['311304416'],['ein'],['2022-10-31_SCHUTTE-STAIR-COMPANY_index.json'],['1']
natures-earth-products_tn-humana-ppo-lfp-19-simplicit,['271488045'],['ein'],['2022-10-31_NATURES-EARTH-PRODUCTS_index.json'],['18']
natures-earth-products_tn-humana-ppo-lfp-19-canopy-rx,['271488045'],['ein'],['2022-10-31_NATURES-EARTH-PRODUCTS_index.json'],['18']
davis-plumbing-company-inc_ga-cr-npos-lfp-17-canopy-rx5,['581833767'],['ein'],['2022-10-28_DAVIS-PLUMBING-COMPANY-INC_index.json'],['1']
davis-plumbing-company-inc_ga-humana-npos-lfp-simplicity,['581833767'],['ein'],['2022-10-28_DAVIS-PLUMBING-COMPANY-INC_index.json'],['1']
hardig-industrial-svcs_oh-humana-npos-lfp-19-ehdhp,['320426817'],['ein'],['2022-10-28_HARDIG-INDUSTRIAL-SVCS_index.json'],['1']
hardig-industrial-svcs_oh-humana-npos-lfp-19-simplici,['320426817'],['ein'],['2022-10-28_HARDIG-INDUSTRIAL-SVCS_index.json'],['1']
princecare-group-inc_ky-humana-npos-lfp-19-canopy-r,['450551384'],['ein'],['2022-10-31_PRINCECARE-GROUP-INC_index.json'],['1']
elevated-retirement-group_ks-humana-ppo-lfp-19-canopy-rx,['261301278'],['ein'],['2022-10-28_ELEVATED-RETIREMENT-GROUP_index.json'],['6']
humana-inc_tx-cr-npos-savings-hsa-21-ded-,['820819337'],['ein'],['2022-10-27_humana-inc-tx-cr-npos-savings-hsa-21-ded-_index.json'],['1']
georgia-center-for-opp_ga-humana-npos-lfp-19-copay-rx,['581928520'],['ein'],['2022-10-28_GEORGIA-CENTER-FOR-OPP_index.json'],['1']
red-deluxe-llc_tn-humana-ppo-lfp-17-rx4,['460509478'],['ein'],['2022-10-31_RED-DELUXE-LLC_index.json'],['18']
l-c-liming-and-sons-inc_oh-humana-npos-lfp-19-ehdhp,['310787727'],['ein'],['2022-10-28_L-C-LIMING-AND-SONS-INC_index.json'],['1']
gonzales-livestock-market_tx-humana-npos-lfp-19-copay-rx,['742915287'],['ein'],['2022-10-28_GONZALES-LIVESTOCK-MARKET_index.json'],['1']
gonzales-livestock-market_tx-humana-npos-lfp-19-ehdhp,['742915287'],['ein'],['2022-10-28_GONZALES-LIVESTOCK-MARKET_index.json'],['1']
orchard-digital-market_oh-humana-npos-lfp-19-copay-rx,['811781311'],['ein'],['2022-10-31_ORCHARD-DIGITAL-MARKET_index.json'],['1']
orchard-digital-market_oh-humana-npos-lfp-19-ehdhp,['811781311'],['ein'],['2022-10-31_ORCHARD-DIGITAL-MARKET_index.json'],['1']
augusta-furniture-market_ga-humana-npos-lfp-19-canopy-r,['580250960'],['ein'],['2022-10-28_AUGUSTA-FURNITURE-MARKET_index.json'],['1']
augusta-furniture-market_ga-humana-hmo-lfp-19-canopy-rx,['580250960'],['ein'],['2022-10-28_AUGUSTA-FURNITURE-MARKET_index.json'],['2']
georges-paint-and-body_tx-humana-npos-lfp-19-canopy-r,['205148827'],['ein'],['2022-10-28_GEORGES-PAINT-AND-BODY_index.json'],['1']
georges-paint-and-body_tx-lfp-on-hand-npos-coins-19-d,['205148827'],['ein'],['2022-10-28_GEORGES-PAINT-AND-BODY_index.json'],['1']
georges-paint-and-body_tx-humana-npos-lfp-19-copay-rx,['205148827'],['ein'],['2022-10-28_GEORGES-PAINT-AND-BODY_index.json'],['1']
humana-inc_ga-sg-humana-hmo-oa-ehdhp-08,['582619044'],['ein'],['2022-10-27_humana-inc-ga-sg-humana-hmo-oa-ehdhp-08_index.json'],['2']
davids-body-shop_aso-grp-gate-cap-exc,['0473967573'],['ein'],['2022-10-28_DAVIDS-BODY-SHOP_index.json'],['10']
the-syllogist-group_ga-humana-npos-lfp-19-copay-rx,['205511139'],['ein'],['2022-10-31_THE-SYLLOGIST-GROUP_index.json'],['1']
the-syllogist-group_ga-humana-npos-lfp-19-simplici,['205511139'],['ein'],['2022-10-31_THE-SYLLOGIST-GROUP_index.json'],['1']
pioneer-trails-regional-p_mo-humana-ppo-lfp-19-simplicit,['430909662'],['ein'],['2022-10-31_PIONEER-TRAILS-REGIONAL-P_index.json'],['6']
pioneer-trails-regional-p_mo-humana-ppo-lfp-19-canopy-rx,['430909662'],['ein'],['2022-10-31_PIONEER-TRAILS-REGIONAL-P_index.json'],['6']
pf-technologies-inc_az-humana-npos-lfp-19-canopy-r,['860721503'],['ein'],['2022-10-31_PF-TECHNOLOGIES-INC_index.json'],['1']
alamo-heights-pet-clinic_tx-humana-npos-lfp-17-rx4,['742842574'],['ein'],['2022-10-28_ALAMO-HEIGHTS-PET-CLINIC_index.json'],['1']
bruce-environmental-inc_ga-humana-npos-lfp-19-canopy-r,['582035339'],['ein'],['2022-10-28_BRUCE-ENVIRONMENTAL-INC_index.json'],['1']
mezger-enterprise-ltd_tx-cr-npos-lfp-17-canopy-rx5,['741967169'],['ein'],['2022-10-28_MEZGER-ENTERPRISE-LTD_index.json'],['1']
eci-site-construction_co-humana-npos-lfp-17-rx4,['200892383'],['ein'],['2022-10-28_ECI-SITE-CONSTRUCTION_index.json'],['1']
automatic-air-condition_tn-lfp-on-hand-ppo-coins-19-de,['371820594'],['ein'],['2022-10-28_AUTOMATIC-AIR-CONDITION_index.json'],['18']
automatic-air-condition_tn-humana-ppo-lfp-19-simplicit,['371820594'],['ein'],['2022-10-28_AUTOMATIC-AIR-CONDITION_index.json'],['18']
automatic-air-condition_tn-humana-ppo-lfp-19-copay-rx4,['371820594'],['ein'],['2022-10-28_AUTOMATIC-AIR-CONDITION_index.json'],['18']
jeff-mauldin-dvm-pa_tx-humana-npos-lfp-simplicity,['260498011'],['ein'],['2022-10-28_JEFF-MAULDIN-DVM-PA_index.json'],['1']
plastigraphics-inc_oh-humana-npos-lfp-17-rx4,['310987341'],['ein'],['2022-10-31_PLASTIGRAPHICS-INC_index.json'],['1']
humana-inc_oh-sg-humana-npos-hdhp-11-ded-,['311225234'],['ein'],['2022-10-27_humana-inc-oh-sg-humana-npos-hdhp-11-ded-_index.json'],['1']
macromatic-industrial-controls_wi-humana-npos-lfp-19-ehdhp,['203910631'],['ein'],['2022-10-28_MACROMATIC-INDUSTRIAL-CONTROLS_index.json'],['1']
collabratech-solutions-ll_az-humana-npos-lfp-17-rx5coins,['464190232'],['ein'],['2022-10-28_COLLABRATECH-SOLUTIONS-LL_index.json'],['1']
collabratech-solutions-ll_az-humana-npos-lfp-ehdhp-17,['464190232'],['ein'],['2022-10-28_COLLABRATECH-SOLUTIONS-LL_index.json'],['1']
national-auctioneers-assn_ks-humana-ppo-lfp-19-canopy-rx,['356027658'],['ein'],['2022-10-31_NATIONAL-AUCTIONEERS-ASSN_index.json'],['6']
national-auctioneers-assn_ks-humana-ppo-lfp-19-ehdhp,['356027658'],['ein'],['2022-10-31_NATIONAL-AUCTIONEERS-ASSN_index.json'],['6']
national-auctioneers-assn_aso-grp-non-gate-ffs-dir,['0356027658'],['ein'],['2022-10-31_NATIONAL-AUCTIONEERS-ASSN_index.json'],['43']
bowers-and-saha-aquaculture_tx-humana-npos-lfp-19-copay-rx,['870837520'],['ein'],['2022-10-28_BOWERS-AND-SAHA-AQUACULTURE_index.json'],['1']
weinell-machine-inc_az-humana-npos-lfp-17-rx4,['860659418'],['ein'],['2022-11-01_WEINELL-MACHINE-INC_index.json'],['1']
southern-states-marketing_ga-humana-npos-lfp-19-copay-rx,['581419734'],['ein'],['2022-10-31_SOUTHERN-STATES-MARKETING_index.json'],['1']
savrick-schumann-johnson_tx-humana-npos-lfp-17-rx4,['742983566'],['ein'],['2022-10-31_SAVRICK-SCHUMANN-JOHNSON_index.json'],['1']
on-the-go-hosiery_ga-lfp-on-hand-npos-coins-19-d,['582071637'],['ein'],['2022-10-31_ON-THE-GO-HOSIERY_index.json'],['1']
on-the-go-hosiery_ga-humana-npos-lfp-19-canopy-r,['582071637'],['ein'],['2022-10-31_ON-THE-GO-HOSIERY_index.json'],['1']
giesting---associates_oh-humana-npos-lfp-19-ehdhp,['310832462'],['ein'],['2022-10-28_GIESTING-ASSOCIATES_index.json'],['1']
reintjes-and-hiter-co-inc_ks-humana-ppo-lfp-17-rx4,['480762809'],['ein'],['2022-10-31_REINTJES-AND-HITER-CO-INC_index.json'],['6']
alliance-safety-and-fire_tx-humana-npos-lfp-19-copay-rx,['201655704'],['ein'],['2022-10-28_ALLIANCE-SAFETY-AND-FIRE_index.json'],['1']
marrou-concrete-inc_co-humana-npos-lfp-19-copay-rx,['841147630'],['ein'],['2022-10-28_MARROU-CONCRETE-INC_index.json'],['1']
ferris-engineering-and-surve_la-humana-ppo-lfp-19-simplicit,['721181551'],['ein'],['2022-10-28_FERRIS-ENGINEERING-AND-SURVE_index.json'],['6']
formwork-services_tx-humana-npos-lfp-17-rx4,['760028618'],['ein'],['2022-10-28_FORMWORK-SERVICES_index.json'],['1']
s-l-l-n-pa_ks-humana-ppo-lfp-19-simplicit,['480909335'],['ein'],['2022-10-31_S-L-L-N-PA_index.json'],['6']
austin-oculoplastics-pllc_tx-humana-npos-lfp-19-ehdhp,['472755537'],['ein'],['2022-10-28_AUSTIN-OCULOPLASTICS-PLLC_index.json'],['1']
austin-oculoplastics-pllc_tx-humana-npos-lfp-19-copay-rx,['472755537'],['ein'],['2022-10-28_AUSTIN-OCULOPLASTICS-PLLC_index.json'],['1']
the-christian-village-communities_the-christian-village-communit,['310675610'],['ein'],['2022-10-31_THE-CHRISTIAN-VILLAGE-COMMUNITIES_index.json'],['1']
laamistad-inc_ga-humana-npos-lfp-19-copay-rx,['205359559'],['ein'],['2022-10-28_LAAMISTAD-INC_index.json'],['1']
laamistad-inc_ga-humana-hmo-lfp-19-simplicit,['205359559'],['ein'],['2022-10-28_LAAMISTAD-INC_index.json'],['2']
delhi-hills-flower-and-gard_oh-humana-npos-lfp-ehdhp-17,['310746948'],['ein'],['2022-10-28_DELHI-HILLS-FLOWER-AND-GARD_index.json'],['1']
delhi-hills-flower-and-gard_oh-humana-npos-lfp-17-rx4,['310746948'],['ein'],['2022-10-28_DELHI-HILLS-FLOWER-AND-GARD_index.json'],['1']
jewel-exim_mo-humana-ppo-lfp-19-copay-rx4,['134116529'],['ein'],['2022-10-28_JEWEL-EXIM_index.json'],['6']
jewel-exim_mo-humana-ppo-lfp-19-canopy-rx,['134116529'],['ein'],['2022-10-28_JEWEL-EXIM_index.json'],['6']
elizabeth-l-osterday-dds-llc_oh-humana-npos-lfp-17-rx4,['474171799'],['ein'],['2022-10-28_ELIZABETH-L-OSTERDAY-DDS-LLC_index.json'],['1']
schriver-carmona-and-comp_tx-humana-npos-lfp-19-ehdhp,['273473554'],['ein'],['2022-10-31_SCHRIVER-CARMONA-AND-COMP_index.json'],['1']
schriver-carmona-and-comp_tx-humana-npos-lfp-19-copay-rx,['273473554'],['ein'],['2022-10-31_SCHRIVER-CARMONA-AND-COMP_index.json'],['1']
humana-inc_ks-cr-ppo-21-canopy-rx5,['19968KS0450160'],['hios'],['2022-10-27_humana-inc-ks-cr-ppo-21-canopy-rx5_index.json'],['6']
southeast-abatement-servi_fl-humana-npos-lfp-19-simplici,['223922403'],['ein'],['2022-10-31_SOUTHEAST-ABATEMENT-SERVI_index.json'],['1']
southeast-abatement-servi_fl-humana-npos-lfp-19-ehdhp,['223922403'],['ein'],['2022-10-31_SOUTHEAST-ABATEMENT-SERVI_index.json'],['1']
humana-inc_ks-sg-humana-cov-1st-08-cpay-o,['822956425'],['ein'],['2022-10-27_humana-inc-ks-sg-humana-cov-1st-08-cpay-o_index.json'],"['40', '6']"
lbt-enterprises--inc-_tx-humana-npos-lfp-ehdhp-17,['742712966'],['ein'],['2022-10-28_LBT-ENTERPRISES-INC-_index.json'],['1']
lbt-enterprises--inc-_tx-humana-npos-lfp-17-rx4,['742712966'],['ein'],['2022-10-28_LBT-ENTERPRISES-INC-_index.json'],['1']
poly-enterprises_ga-humana-npos-lfp-19-copay-rx,['860319521'],['ein'],['2022-10-31_POLY-ENTERPRISES_index.json'],['1']
poly-enterprises_ga-humana-npos-lfp-19-canopy-r,['860319521'],['ein'],['2022-10-31_POLY-ENTERPRISES_index.json'],['1']
medical-surgical-eye-care_ks-humana-ppo-lfp-19-canopy-rx,['480780640'],['ein'],['2022-10-28_MEDICAL-SURGICAL-EYE-CARE_index.json'],['6']
medical-surgical-eye-care_ks-humana-ppo-lfp-19-ehdhp,['480780640'],['ein'],['2022-10-28_MEDICAL-SURGICAL-EYE-CARE_index.json'],['6']
